 NS,EW,UD
-4.22,-4.271,0.928
-3.951,-2.576,-1.3
-3.063,-1.217,-3.022
-1.882,-0.845,-3.581
-1.036,-0.094,-2.984
-1.082,1.144,-1.94
-1.506,3.124,-1.92
-1.685,6.176,-2.053
-1.654,9.21,-1.262
-1.699,11.939,-0.641
-1.685,14.25,0.201
-1.516,16.461,1.185
-1.047,17.569,1.614
-1.071,17.179,1.527
-1.722,15.912,0.686
-2.579,13.892,-0.263
-2.649,11.343,-0.832
-1.474,8.988,-0.323
0.365,7.476,0.635
1.926,6.688,1.71
2.492,6.294,1.678
2.417,5.213,1.103
1.713,3.006,0.249
0.206,1.094,-1.032
-2.327,0.344,-2.858
-5.271,0.372,-3.694
-7.238,0.102,-3.059
-7.224,-0.585,-2.185
-5.943,-1.411,-1.031
-4.294,-2.191,-0.365
-2.529,-3.472,0.004
-0.267,-5.78,0.595
2.307,-9.414,1.29
4.513,-13.658,1.633
5.558,-16.801,1.597
5.529,-18.238,1.415
4.642,-18.113,1.323
3.103,-16.676,1.536
1.649,-14.478,2.081
1.056,-11.639,2.729
0.744,-7.82,2.734
0.52,-4.255,1.603
0.704,-1.637,0.584
1.028,1.418,0.065
1.862,4.094,0.087
3.405,5.281,-0.056
4.144,5.235,-0.729
3.882,5.219,-2.275
2.834,5.377,-3.094
1.711,5.334,-3.723
1.136,4.492,-4.063
1.395,3.652,-4.057
2.274,3.793,-3.417
3.296,4.449,-1.84
3.526,5.297,-0.637
2.6,5.849,-0.571
0.685,5.944,-0.295
-1.498,5.498,-0.334
-3.337,4.885,0.323
-4.899,4.656,1.091
-6.19,4.644,2.364
-6.255,4.977,4.003
-4.993,5.721,4.718
-2.964,6.383,4.056
-1.648,7.055,3.184
-1.61,8.28,1.963
-1.953,8.935,0.646
-2.222,7.651,-0.945
-2.628,5.301,-2.525
-3.109,2.394,-3.659
-3.402,-0.906,-4.543
-3.529,-4.111,-5.529
-3.261,-7.02,-5.679
-2.288,-9.564,-5.271
-0.961,-11.335,-3.872
-0.007,-11.125,-2.086
1.038,-9.594,-1.026
1.901,-7.231,0.032
2.381,-5.216,1.747
2.704,-4.068,3.92
2.433,-4.042,6.301
1.7,-4.445,7.24
1.386,-4.684,7.364
1.153,-4.949,6.64
0.411,-4.668,4.869
0.1,-4.212,2.627
0.223,-4.26,0.072
0.274,-4.258,-1.823
0.569,-4.008,-3.336
0.836,-3.499,-4.526
0.867,-2.697,-5.408
1.387,-1.786,-5.317
2.593,-1.17,-4.396
3.832,-0.312,-2.506
4.971,0.707,-0.301
5.555,1.601,1.096
5.47,2.232,1.903
4.968,2.634,2.256
4.208,2.847,2.33
3.498,2.821,1.891
2.195,3.35,-0.111
0.48,4.29,-1.667
-1.021,4.925,-1.753
-2.02,5.569,-0.331
-2.37,6.833,1.248
-2.372,8.97,2.174
-2.138,10.716,2.79
-2.182,11.044,3.506
-2.544,10.087,3.49
-3.434,8.195,2.985
-4.697,5.945,1.53
-5.659,3.859,-0.887
-6.024,1.766,-3.042
-5.926,-0.409,-3.674
-5.34,-2.343,-3.158
-4.478,-3.404,-2.565
-2.996,-2.89,-2.87
-0.973,-1.544,-2.259
0.811,-0.226,-0.197
2.061,-0.072,1.911
3.107,-1.085,3.374
3.532,-2.321,3.234
3.35,-3.773,2.832
3.225,-5.645,3.526
2.647,-7.921,4.692
1.842,-9.037,4.668
1.389,-8.265,2.6
1.418,-5.892,-0.629
2.064,-3.436,-2.92
3.026,-1.96,-3.583
3.526,-0.99,-3.978
3.371,0.178,-4.969
2.638,0.887,-6.518
2.042,0.903,-6.862
1.851,-0.1,-5.678
1.77,-1.283,-4.508
1.556,-2.161,-3.487
1.647,-3.421,-2.635
1.741,-5.022,-1.361
0.946,-5.66,0.667
-0.79,-4.534,2.64
-2.223,-2.151,4.303
-2.945,0.297,5.386
-2.941,2.581,6.515
-2.834,4.44,7.653
-3.501,5.733,8.449
-4.782,6.886,7.85
-5.409,7.368,5.54
-5.402,6.732,2.5
-5.17,5.474,0.386
-4.318,4.348,-0.843
-2.822,3.524,-2.044
-0.773,2.675,-2.932
1.612,1.779,-3.702
3.017,0.948,-4.272
3.511,0.444,-5.227
3.368,-0.308,-5.784
2.768,-0.909,-5.993
2.231,-0.911,-5.819
2.506,-1.084,-4.374
3.25,-1.587,-2.135
4.011,-1.857,0.391
4.444,-1.268,1.404
4.018,0.228,1.684
2.946,1.964,2.014
1.688,3.265,2.645
0.836,3.163,3.145
0.008,1.912,3.506
-1.138,0.081,3.217
-2.923,-1.528,2.229
-5.063,-2.781,1.104
-6.442,-3.767,0.788
-6.689,-4.331,0.737
-6.024,-4.065,0.111
-4.956,-3.3,-0.281
-3.618,-2.693,0.131
-2.789,-2.361,0.275
-2.141,-2.597,0.057
-1.993,-2.809,-0.181
-2.135,-2.442,-0.25
-2.326,-1.516,0.257
-2.124,-1.089,1.375
-1.025,-1.475,1.943
0.869,-2.232,2.017
2.897,-2.6,1.579
4.642,-2.607,1.12
5.634,-2.483,0.752
5.527,-1.339,-0.11
4.907,0.74,-1.409
4.659,2.79,-2.974
4.777,5.027,-4.068
4.742,7.149,-4.035
4.675,8.165,-2.86
4.026,8.029,-1.726
2.568,7.127,-2.123
1.447,6.113,-3.708
0.502,5.22,-4.977
-0.596,4.185,-4.777
-1.518,2.933,-3.956
-2.675,1.763,-2.956
-3.583,0.536,-1.35
-4.209,-0.506,1.012
-4.702,-0.781,3.211
-4.526,-0.412,5.084
-3.849,0.319,6.629
-3.471,1.232,7.091
-3.631,1.746,6.89
-3.953,1.141,6.23
-4.814,-0.567,5.095
-5.75,-2.795,3.127
-5.938,-4.977,0.475
-5.26,-7.05,-2.032
-4.059,-8.436,-3.177
-2.317,-8.984,-3.805
0.238,-9.12,-4.017
3.213,-9.151,-3.952
6.146,-8.999,-3.594
8.103,-8.8,-3.43
9.088,-8.374,-3.21
8.992,-7.104,-2.88
8.254,-4.631,-2.373
7.52,-2.23,-1.391
7.313,-0.518,-0.416
7.095,0.731,0.438
6.088,1.759,1.244
4.661,1.896,1.434
3.565,1.622,0.834
2.609,2.278,0.58
1.911,3.763,1.523
1.605,5.455,3.202
1.382,7.248,5.1
1.2,9.047,5.952
0.708,10.2,5.683
-0.545,10.269,4.728
-2.309,9.503,3.006
-4.293,7.902,0.126
-5.699,5.936,-2.883
-6.507,4.638,-5.561
-6.18,4.093,-6.991
-4.78,3.764,-6.739
-3.04,3.812,-5.039
-1.884,4.289,-3.175
-1.214,4.306,-1.452
-0.914,3.216,0.112
-0.6,1.25,1.994
-0.433,-0.954,3.575
-0.635,-2.58,4.567
-1.082,-3.517,5.257
-1.57,-3.972,5.396
-2.442,-3.93,5.034
-3.164,-3.599,4.255
-3.355,-3.704,2.965
-3.24,-4.049,0.915
-2.919,-4.381,-1.814
-2.886,-4.427,-4.122
-3.145,-4.245,-5.01
-3.307,-4.324,-4.865
-3.227,-5.099,-4.385
-2.908,-6.485,-3.792
-1.781,-7.947,-2.187
-0.418,-8.964,-0.339
0.908,-9.77,0.729
2.302,-10.521,0.938
3.781,-10.438,0.754
5.099,-8.791,1.025
6.258,-6.198,1.555
7.178,-3.076,2.171
7.492,-0.1,2.434
7.156,2.563,1.889
6.239,4.481,0.953
4.886,5.058,0.587
2.899,5.44,0.317
0.893,6.395,0.154
-0.256,7.513,0.033
-0.185,8.315,0.05
0.467,8.954,0.293
0.858,9.822,0.714
0.386,10.744,0.425
-1.044,11.843,-0.495
-2.601,12.277,-1.528
-3.749,11.371,-2.405
-4.234,9.779,-2.998
-4.256,8.745,-2.679
-4.042,7.519,-1.491
-3.987,6.011,-0.208
-3.989,5.027,0.295
-4.006,4.713,-0.032
-4.392,4.652,-0.42
-4.904,4.061,-0.617
-5.067,2.631,-0.438
-5.142,0.748,0.39
-5.341,-1.284,1.239
-5.012,-3.86,2.017
-4.767,-6.589,2.547
-4.539,-8.684,2.701
-3.881,-10.177,2.301
-2.732,-10.961,1.071
-0.989,-11.129,-0.536
1.501,-10.907,-2.163
3.918,-10.698,-2.874
5.871,-10.649,-2.603
7.073,-10.788,-2.33
7.441,-11.137,-2.333
6.9,-11.112,-2.128
5.882,-10,-1.844
4.968,-8.434,-1.245
4.896,-7.341,-0.305
5.472,-6.937,0.668
5.799,-6.507,1.423
5.271,-5.554,1.967
4.33,-4.391,1.761
3.489,-3.081,1.465
2.715,-1.171,0.921
2.261,1.005,1.114
2.346,3.039,1.753
2.366,5.116,2.302
2.003,7.435,2.015
1.113,9.7,1.217
-0.197,11.484,-0.341
-1.734,12.794,-1.856
-3.015,13.472,-2.597
-3.901,13.581,-2.367
-4.342,13.2,-1.699
-4.401,12.404,-0.917
-4.166,11.03,-0.262
-3.654,8.859,0.031
-3.081,6.319,0.133
-2.733,4.286,-0.065
-2.174,2.786,-0.472
-1.689,1.455,-0.832
-1.347,0.374,-0.954
-0.852,-0.373,-0.537
-0.275,-0.9,-0.082
0.149,-1.236,0.598
0.586,-1.768,1.369
0.786,-2.655,1.658
0.735,-3.645,1.32
0.414,-4.403,0.904
-0.299,-4.606,0.845
-1.34,-4.06,0.982
-2.286,-3.198,0.939
-2.562,-2.52,0.995
-2.189,-2.412,1.151
-1.591,-2.841,1.348
-1.245,-3.684,1.056
-1.476,-4.549,-0.006
-1.892,-5.462,-1.542
-2.045,-6.607,-2.562
-2.174,-7.728,-2.82
-2.524,-8.194,-3.157
-3.034,-7.645,-3.391
-3.15,-6.137,-3.426
-2.185,-4.464,-2.336
-0.413,-2.861,-0.373
1.38,-1.02,1.44
3.129,1.196,2.806
4.73,3.022,3.679
5.979,4.023,4.25
6.421,4.409,4.198
5.988,4.612,3.271
4.727,4.876,1.583
3.429,5.097,0.108
2.423,5.347,-0.995
1.773,5.834,-1.368
1.626,6.502,-1.17
2.44,6.728,-0.911
3.872,5.932,-0.194
4.762,4.459,0.673
4.427,3.191,0.686
3.654,1.847,0.221
2.919,0.2,-0.51
2.312,-1.183,-1.17
1.865,-2.136,-1.475
1.581,-2.76,-1.666
1.445,-3.224,-1.494
1.654,-3.835,-1.027
1.729,-4.265,-0.825
0.955,-3.66,-0.719
-0.563,-2.229,-0.508
-2.492,-1.083,-0.274
-4.355,-0.541,-0.416
-6.208,-0.054,-0.209
-7.816,0.603,0.472
-8.8,0.896,1.176
-8.893,0.595,1.227
-7.926,-0.183,0.908
-6.713,-1.501,0.402
-5.853,-3.282,-0.404
-5.291,-5.054,-0.853
-4.764,-6.231,-1.211
-4.266,-6.038,-1.288
-3.377,-4.34,-0.633
-2.128,-1.9,0.616
-0.646,0.566,2.08
0.676,2.672,3.34
1.549,3.701,3.796
2.233,3.318,3.057
2.721,1.792,1.921
2.878,0.242,0.851
2.782,-0.557,-0.373
2.682,-0.413,-1.554
2.362,0.736,-2.917
2.193,2.253,-3.842
2.232,3.964,-4.668
2.454,5.238,-4.955
3.122,5.441,-4.604
4.196,4.279,-3.654
5.129,2.514,-2.59
5.709,0.69,-0.935
5.644,-0.692,0.815
5.034,-1.348,2.14
4.223,-1.1,3.232
3.367,-0.332,3.519
2.907,0.222,3.361
2.55,0.2,2.711
2.097,0.003,1.854
1.798,-0.564,1.539
1.432,-1.575,1.936
0.678,-2.597,2.16
-0.37,-3.505,2.22
-1.561,-4.033,1.67
-2.603,-4.202,0.701
-3.289,-4.04,-0.366
-3.59,-3.821,-1.446
-3.555,-3.215,-2.52
-3.253,-2.204,-3.059
-2.693,-1.297,-2.308
-2.261,-0.431,-0.942
-2.045,0.939,0.146
-2.239,2.777,0.69
-2.464,4.058,1.319
-2.899,4.498,1.868
-3.453,4.561,1.58
-3.794,4.65,0.623
-4.087,5.023,-0.664
-4.012,5.404,-1.297
-3.583,5.426,-1.662
-3.065,4.739,-1.967
-2.445,3.65,-2.226
-1.715,2.319,-2.15
-1.123,1.025,-1.66
-0.819,0.197,-0.692
-0.595,-0.16,-0.046
-0.36,-0.342,0.136
0.201,-0.991,0.402
0.725,-2.021,1.097
0.776,-2.831,1.722
0.36,-3.044,2.071
-0.216,-2.928,1.63
-0.279,-2.842,1.29
0.401,-2.672,0.707
1.204,-2.502,0.617
2.072,-2.463,1.097
2.907,-2.279,1.099
3.541,-1.696,0.47
4.274,-0.857,0.165
4.407,-0.005,-0.251
4.15,0.439,-0.079
3.564,0.454,0.152
2.777,-0.168,0.047
1.975,-0.482,-0.635
1.384,-0.558,-1.178
1.37,-1.199,-1.662
1.743,-2.091,-1.756
2.502,-2.27,-1.349
3.201,-1.499,-1.034
3.596,-0.444,-0.194
3.401,0.532,0.187
2.438,1.214,0.25
1.299,1.217,-0.061
0.165,0.619,-0.355
-0.813,-0.203,-0.193
-1.683,-0.583,0.336
-2.628,-0.109,1.108
-3.511,1.27,1.855
-3.912,2.779,2.192
-3.996,3.668,2.026
-4.114,4.152,1.81
-4.179,4.26,1.316
-4.464,4.037,0.503
-4.407,3.352,-0.218
-4.045,2.476,-0.964
-3.966,1.783,-1.735
-4.215,1.08,-2.252
-4.145,0.196,-2.447
-3.846,-0.811,-2.466
-3.239,-1.369,-2.526
-2.297,-1.345,-2.54
-0.981,-1.044,-1.848
0.273,-0.277,-0.9
1.364,0.474,0.306
2.059,0.735,1.373
2.32,0.416,1.959
2.563,-0.185,2.01
2.934,-1.093,2.066
3.305,-2.476,2.418
3.735,-3.821,2.374
4.048,-4.709,1.457
4.173,-5.213,0.282
4.081,-5.732,-0.424
3.831,-6.034,-0.937
3.321,-5.625,-1.46
2.872,-4.64,-2.292
2.694,-3.544,-2.45
2.736,-2.477,-2.05
2.837,-1.981,-1.49
2.691,-1.879,-0.885
2.139,-1.5,-0.798
1.669,-1.012,-1.054
1.093,-0.383,-1.222
0.439,0.494,-0.815
-0.211,1.651,0.035
-0.901,2.897,0.46
-1.492,3.771,0.843
-2.009,4.386,1.418
-2.693,4.6,1.66
-3.579,4.632,1.986
-4.318,4.322,2.071
-4.79,4.011,1.782
-4.847,3.924,1.292
-4.535,3.814,0.994
-3.946,3.684,0.909
-3.422,3.3,0.832
-3,2.862,0.321
-2.824,2.586,-0.268
-2.601,2.42,-0.528
-2.193,2.519,-0.767
-1.669,2.692,-0.769
-0.88,2.854,-0.828
-0.09,2.489,-0.668
0.521,1.461,-0.438
1.085,0.041,-0.611
1.575,-1.375,-0.861
2.117,-2.703,-0.884
2.772,-3.658,-0.444
3.373,-4.259,0.319
3.832,-4.412,1.151
3.854,-4.02,1.8
3.535,-3.583,2.115
3.17,-3.696,2.183
2.894,-4.04,1.795
2.772,-4.144,1.279
2.862,-3.894,0.63
3.204,-3.577,0.467
3.694,-3.341,0.461
4.082,-3.28,0.278
4.231,-3.309,-0.208
4.056,-3.277,-1.082
3.43,-2.989,-1.822
2.365,-2.378,-2.053
1.007,-1.716,-1.871
-0.234,-0.76,-1.483
-1.238,0.585,-1.01
-1.794,1.855,-0.401
-2.091,2.756,0.001
-2.325,3.267,0.403
-2.597,3.569,0.698
-2.9,3.77,0.621
-3.505,3.832,-0.104
-4.284,3.959,-1.113
-5.078,4.049,-1.831
-5.477,3.989,-1.955
-5.527,4.047,-1.999
-5.403,4.416,-2.02
-5.024,5.063,-1.59
-4.308,5.444,-0.443
-3.252,5.33,1.003
-2.197,4.944,2.177
-1.644,4.685,2.439
-1.464,4.481,2.335
-1.299,3.781,2.491
-0.868,2.651,2.846
-0.011,1.568,3.153
0.931,1.009,2.907
2.004,0.543,2.195
2.787,-0.152,1.217
3.12,-1.084,-0.124
3.133,-2.17,-1.337
3.01,-3.474,-2.643
3.036,-4.933,-3.974
3.091,-6.268,-4.769
3.038,-7.14,-4.529
2.702,-7.323,-3.727
2.282,-6.583,-2.932
1.908,-5.151,-2.056
1.726,-3.873,-1.071
1.533,-3.156,-0.036
1.603,-3.211,0.926
1.911,-4.118,1.763
2.27,-5.207,2.271
2.245,-5.585,2.598
1.958,-4.953,2.853
1.688,-3.693,3.142
1.669,-2.058,3.423
1.707,-0.476,3.502
1.778,0.717,2.939
1.595,1.324,1.778
1.252,1.416,0.513
0.681,1.274,-0.81
0.117,1.082,-1.849
-0.37,1.172,-2.856
-0.812,1.555,-3.717
-1.264,2.196,-4.05
-1.715,3.551,-3.901
-2.011,5.117,-3.213
-2.188,6.608,-2.502
-2.195,7.664,-1.598
-2.185,8.039,-0.636
-2.334,7.511,0.527
-2.861,5.994,1.671
-3.943,5.121,2.237
-4.795,4.319,2.624
-5.084,3.568,2.754
-4.493,2.721,3.024
-3.462,1.826,3.279
-2.672,1.27,3.09
-2.296,0.718,2.426
-2.466,-0.063,1.197
-2.91,-1.189,-0.146
-3.133,-2.47,-0.856
-2.918,-3.494,-1.158
-2.355,-4.286,-1.218
-1.295,-4.841,-1.133
-0.237,-5.009,-1.143
1.046,-5.128,-1.211
2.423,-5.213,-1.17
3.889,-5.262,-1.191
5.279,-5.145,-1.119
6.254,-4.998,-0.951
6.786,-4.787,-0.36
6.75,-4.146,0.299
6.358,-3.248,0.863
5.481,-2.509,1.183
4.414,-2.178,0.895
3.258,-1.933,0.032
2.355,-1.849,-0.637
1.783,-1.767,-0.938
1.556,-1.542,-0.88
1.266,-1.17,-0.729
0.903,-0.32,-0.218
0.389,0.707,0.502
-0.338,1.645,1.036
-1.258,2.095,1.503
-2.147,2.43,1.601
-3.005,2.894,1.316
-3.739,3.608,0.993
-4.387,4.372,0.612
-4.852,5.163,0.383
-5.065,5.966,0.009
-4.942,6.543,-0.503
-4.437,7.029,-1.036
-3.735,7.239,-1.663
-3.015,7.014,-2.08
-2.251,6.198,-2.354
-1.608,4.858,-2.324
-1.124,3.327,-2.444
-0.788,1.96,-2.192
-0.446,0.904,-1.325
0.078,-0.068,-0.124
0.751,-0.856,0.789
1.709,-1.671,1.432
2.539,-2.421,2.072
3.107,-2.989,2.686
3.385,-3.54,3.358
3.565,-3.94,3.718
3.598,-4.081,3.865
3.613,-4.269,3.71
3.491,-4.508,3.34
3.157,-4.736,2.555
2.889,-4.953,1.461
2.84,-5.317,-0.123
2.899,-5.739,-1.718
2.853,-5.817,-3.337
2.392,-5.335,-4.607
1.674,-4.7,-5.34
0.829,-3.969,-5.45
-0.1,-3.34,-5.009
-0.984,-2.825,-3.917
-1.798,-2.251,-2.621
-2.458,-1.346,-1.573
-2.851,-0.361,-0.598
-2.845,0.539,0.374
-2.706,1.366,1.449
-2.498,2.02,2.604
-2.476,2.719,3.282
-2.57,3.418,3.448
-2.953,3.87,3.333
-3.528,4.084,3.212
-4.133,4.165,3.023
-4.661,4.44,2.349
-4.757,5.093,1.505
-4.166,5.715,1.068
-2.999,5.873,1.029
-1.767,5.589,1.005
-0.651,4.825,0.191
-0.012,3.933,-1.331
0.394,3.035,-2.858
0.909,2.354,-3.763
1.501,2.27,-3.893
2.133,2.774,-3.326
2.864,3.756,-2.48
3.761,4.538,-1.519
4.789,4.596,-0.259
5.442,4.021,0.676
5.532,2.77,1.308
5.324,1.274,1.403
4.869,-0.525,0.945
4.453,-2.246,0.733
3.831,-3.741,0.462
2.841,-4.874,0.297
1.915,-5.469,0.065
1.182,-5.964,-0.316
0.52,-6.134,-0.553
-0.199,-6.106,-0.373
-0.999,-6.049,-0.127
-1.76,-6.088,-0.06
-2.59,-6.319,-0.096
-3.444,-6.391,-0.319
-4.238,-6.323,-0.521
-4.674,-6.294,-0.498
-4.647,-6.027,-0.34
-4.268,-5.33,-0.257
-3.655,-4.245,-0.17
-2.974,-2.971,0.155
-2.465,-1.857,0.601
-2.15,-0.848,0.994
-1.917,-0.166,1.356
-1.8,0.44,1.664
-1.903,1.278,1.715
-2.101,2.54,1.367
-2.114,4.012,0.99
-1.925,5.274,0.854
-1.441,6.148,0.558
-0.724,6.433,0.31
0.047,6.322,-0.034
0.839,5.984,-0.468
1.58,5.347,-1.016
2.143,4.782,-1.637
2.463,4.792,-2.168
2.774,5.014,-2.606
3.059,4.973,-2.709
3.28,4.345,-2.588
3.52,3.188,-2.3
3.488,2.029,-1.998
2.982,1.092,-1.424
2.391,0.433,-0.754
1.906,-0.109,-0.124
1.544,-0.606,1.032
1.419,-0.932,2.295
1.383,-1.233,3.203
1.356,-1.548,3.423
1.329,-2.093,3.24
1.423,-2.698,2.884
1.369,-3.3,2.268
1.141,-3.805,1.54
0.787,-3.704,0.852
0.409,-3.048,0.299
0.17,-2.281,0.018
-0.144,-1.837,-0.306
-0.555,-1.73,-0.767
-0.84,-1.577,-1.508
-1.155,-1.456,-2.16
-1.52,-1.32,-2.502
-1.711,-1.035,-2.526
-1.674,-0.679,-2.249
-1.417,-0.352,-1.799
-0.984,-0.484,-1.171
-0.53,-1.005,-0.338
-0.412,-1.334,0.407
-0.501,-1.18,0.808
-0.731,-0.591,1.037
-0.854,0.135,1.233
-0.806,1.032,1.612
-0.745,1.957,2.003
-0.668,2.558,2.391
-0.752,2.812,2.261
-0.773,2.605,1.907
-0.847,2.214,1.484
-0.961,1.673,1.143
-0.986,1.319,0.889
-0.886,1.023,0.687
-0.603,0.753,0.32
-0.35,0.513,-0.118
-0.281,0.212,-0.721
-0.194,-0.085,-1.48
-0.094,-0.232,-2.548
0.039,-0.242,-3.339
0.313,-0.64,-3.485
0.623,-1.363,-3.022
0.851,-2.007,-2.662
1.138,-2.495,-2.154
1.487,-3.062,-1.347
1.697,-3.281,-0.532
1.778,-3.058,0.264
1.816,-2.242,0.589
1.935,-0.913,1.132
2.072,0.579,1.868
2.092,1.711,2.811
1.902,2.391,3.633
1.432,2.759,3.797
0.786,2.947,3.372
0.283,2.854,2.606
-0.068,2.573,1.65
-0.41,2.424,0.724
-0.623,2.237,-0.114
-0.586,1.766,-1.148
-0.482,1.049,-2.182
-0.585,0.194,-2.847
-0.89,-0.575,-3.024
-1.396,-1.193,-2.916
-1.82,-1.562,-2.764
-2.053,-1.702,-2.535
-2.334,-1.469,-2.083
-2.538,-1.048,-1.262
-2.721,-0.344,-0.363
-2.835,0.249,0.104
-2.913,0.542,0.46
-3.038,0.413,0.747
-3.028,-0.156,1.156
-2.801,-0.716,1.558
-2.466,-0.882,1.941
-1.892,-0.8,2.287
-1.025,-0.756,2.494
0.033,-0.868,2.504
1.072,-0.961,2.307
1.835,-1.189,1.626
2.301,-1.518,0.685
2.714,-1.929,-0.223
2.986,-2.314,-0.833
3.043,-2.502,-1.135
2.99,-2.266,-1.207
3.028,-1.658,-1.232
3.213,-0.903,-1.131
3.514,0.014,-0.832
3.616,0.884,-0.48
3.463,1.78,-0.106
3.026,2.52,0.231
2.331,2.999,0.238
1.474,3.19,0.048
0.624,3.063,-0.41
-0.067,2.576,-0.898
-0.418,1.893,-1.275
-0.332,1.323,-1.463
-0.034,1.061,-1.398
0.299,1.128,-1.189
0.516,1.252,-0.784
0.38,1.307,-0.505
0.016,1.17,-0.188
-0.598,0.9,0.196
-1.286,0.558,0.628
-1.909,0.13,1.299
-2.41,-0.174,2.07
-2.693,-0.478,2.407
-2.758,-0.905,2.39
-2.851,-1.394,1.921
-3.042,-1.674,1.192
-3.287,-1.95,0.398
-3.34,-2.256,-0.223
-3.057,-2.553,-0.533
-2.591,-2.899,-0.641
-2.262,-3.119,-0.658
-1.937,-3.287,-0.692
-1.67,-3.191,-0.791
-1.352,-2.805,-0.994
-0.762,-2.194,-0.958
0.099,-1.425,-1.006
0.936,-0.617,-0.973
1.747,0.209,-0.771
2.272,0.841,-0.537
2.478,1.288,-0.249
2.576,1.737,0.051
2.687,2.012,0.254
2.978,2.138,0.585
3.322,2.044,0.879
3.595,1.777,0.937
3.547,1.558,0.736
3.072,1.818,0.156
2.107,2.452,-0.436
1.028,2.936,-0.715
0.016,3.098,-0.647
-0.648,3.026,-0.475
-1.034,2.89,-0.317
-1.246,2.505,0.003
-1.404,2.053,0.469
-1.751,1.74,0.736
-1.998,1.469,0.848
-2.008,1.277,0.731
-1.792,1.164,0.534
-1.283,0.882,0.49
-0.623,0.2,0.45
-0.126,-0.374,0.29
0.135,-0.712,0.086
0.129,-1.103,-0.127
-0.201,-1.707,-0.201
-0.652,-2.159,-0.229
-0.961,-2.591,-0.451
-1.006,-3.064,-0.47
-0.663,-3.425,-0.458
-0.1,-3.627,-0.253
0.301,-3.433,-0.256
0.628,-2.928,-0.304
0.993,-2.403,-0.352
1.152,-2.036,-0.541
1.096,-1.753,-0.758
0.939,-1.613,-0.779
0.786,-1.543,-0.58
0.797,-1.39,-0.199
0.905,-1.24,0.244
0.759,-0.648,0.503
0.442,0.352,0.738
0.119,1.244,0.859
-0.092,1.772,1.04
-0.148,1.809,1.3
-0.115,1.637,1.478
-0.058,1.347,1.464
0.001,1.067,1.416
0.017,1.044,1.306
-0.11,1.262,0.968
-0.232,1.723,0.263
-0.249,2.304,-0.646
-0.22,2.957,-1.366
-0.192,3.524,-1.737
-0.115,3.947,-1.795
0.126,4.111,-1.9
0.433,3.94,-1.868
0.704,3.45,-1.679
0.807,2.901,-1.274
0.85,2.174,-1.099
1.05,1.314,-1.084
1.292,0.241,-0.815
1.41,-1.014,-0.269
1.196,-2.272,0.183
0.754,-3.328,0.393
0.225,-4.135,0.089
-0.289,-4.64,-0.26
-0.649,-4.981,-0.473
-0.949,-5.115,-0.479
-1.323,-4.869,-0.39
-1.704,-4.262,-0.321
-2.021,-3.428,-0.085
-2.267,-2.875,0.348
-2.441,-2.479,0.952
-2.579,-2.059,1.357
-2.633,-1.488,1.452
-2.488,-0.819,1.448
-2.224,-0.355,1.43
-2.079,0.212,1.237
-1.999,0.904,0.791
-1.942,1.74,0.238
-1.729,2.502,-0.212
-1.27,2.798,-0.379
-0.512,2.539,-0.368
0.19,2.078,-0.388
0.772,1.5,-0.547
1.413,0.867,-1.079
1.768,0.409,-1.753
2.029,0.277,-2.018
2.313,0.424,-1.768
2.513,0.761,-1.242
2.547,1.27,-0.701
2.263,1.888,-0.36
1.655,2.41,-0.078
1.02,2.472,0.402
0.437,2.06,0.808
0.092,1.434,1.118
0.043,0.959,1.364
0.297,0.683,1.718
0.668,0.599,2.147
1.001,0.659,2.25
1.185,0.895,1.993
1.204,1.242,1.307
1.096,1.48,0.459
0.993,1.347,-0.254
0.985,0.752,-0.647
1.012,0.04,-0.948
1.163,-0.88,-1.103
1.352,-1.748,-1.328
1.47,-2.368,-1.484
1.64,-2.747,-1.398
1.736,-2.958,-1.051
1.62,-2.946,-0.551
1.323,-2.72,-0.37
0.931,-2.422,-0.215
0.235,-1.972,0.205
-0.541,-1.583,0.777
-1.422,-1.387,1.096
-2.225,-1.227,1.216
-2.863,-1.212,1.37
-3.259,-1.192,1.398
-3.517,-1.078,1.373
-3.437,-0.677,1.028
-3.253,-0.089,0.768
-3.171,0.564,0.589
-3.183,1.211,0.512
-3.337,1.82,0.551
-3.558,2.409,0.22
-3.64,2.675,-0.274
-3.551,2.472,-0.701
-3.196,2.053,-0.876
-2.708,1.559,-0.905
-2.252,1.328,-1.138
-1.591,1.292,-1.339
-0.767,1.406,-1.342
0.117,1.426,-0.996
1.091,1.294,-0.462
2.013,1.073,-0.007
2.803,0.932,0.301
3.432,0.796,0.458
3.88,0.532,0.702
4.166,0.11,0.937
4.538,-0.496,1.025
4.954,-1.299,0.779
5.163,-1.994,0.245
5.049,-2.413,-0.216
4.76,-2.433,-0.63
4.356,-2.208,-0.896
3.96,-1.939,-0.824
3.585,-1.766,-0.69
3.204,-1.643,-0.564
2.704,-1.444,-0.365
2.078,-1.245,-0.092
1.369,-1.124,0.019
0.574,-1.028,0.017
-0.287,-0.847,0.039
-1.143,-0.707,-0.014
-1.937,-0.425,-0.03
-2.523,-0.023,-0.228
-2.89,0.368,-0.53
-3.197,0.876,-0.867
-3.388,1.406,-0.956
-3.361,1.803,-0.702
-3.218,1.943,-0.322
-3.144,1.824,-0.001
-3.059,1.563,0.211
-3.06,1.288,0.369
-3.031,0.867,0.537
